DEP;PDEP;ARR;PARR;D
13.08.2015 20:45;PLYMOUTH;14.08.2015 08:00;ROSCOFF;135
20.08.2015 20:45;PLYMOUTH;21.08.2015 08:00;ROSCOFF;135
14.08.2015 08:00;PLYMOUTH;14.08.2015 15:00;ROSCOFF;135
21.08.2015 08:00;PLYMOUTH;21.08.2015 15:00;ROSCOFF;135
14.08.2015 23:00;PLYMOUTH;15.08.2015 07:00;ROSCOFF;135
21.08.2015 23:00;PLYMOUTH;22.08.2015 07:00;ROSCOFF;135
15.08.2015 15:00;PLYMOUTH;15.08.2015 21:30;ROSCOFF;135
22.08.2015 15:00;PLYMOUTH;22.08.2015 21:30;ROSCOFF;135
16.08.2015 08:00;PLYMOUTH;16.08.2015 15:35;ROSCOFF;135
23.08.2015 08:00;PLYMOUTH;23.08.2015 15:35;ROSCOFF;135
16.08.2015 23:00;PLYMOUTH;17.08.2015 08:00;ROSCOFF;135
23.08.2015 23:00;PLYMOUTH;24.08.2015 08:00;ROSCOFF;135
10.08.2015 15:00;ROSCOFF;10.08.2015 20:10;PLYMOUTH;135
17.08.2015 15:00;ROSCOFF;17.08.2015 20:10;PLYMOUTH;135
11.08.2015 15:00;ROSCOFF;11.08.2015 20:10;PLYMOUTH;135
18.08.2015 15:00;ROSCOFF;18.08.2015 20:10;PLYMOUTH;135
12.08.2015 08:30;ROSCOFF;12.08.2015 13:30;PLYMOUTH;135
19.08.2015 08:30;ROSCOFF;19.08.2015 13:30;PLYMOUTH;135
12.08.2015 23:00;ROSCOFF;13.08.2015 06:30;PLYMOUTH;135
19.08.2015 23:00;ROSCOFF;20.08.2015 06:30;PLYMOUTH;135
13.08.2015 16:30;ROSCOFF;13.08.2015 21:30;PLYMOUTH;135
20.08.2015 16:30;ROSCOFF;20.08.2015 21:30;PLYMOUTH;135
14.08.2015 16:30;ROSCOFF;14.08.2015 21:30;PLYMOUTH;135
21.08.2015 16:30;ROSCOFF;21.08.2015 21:30;PLYMOUTH;135
15.08.2015 08:30;ROSCOFF;15.08.2015 13:30;PLYMOUTH;135
22.08.2015 08:30;ROSCOFF;22.08.2015 13:30;PLYMOUTH;135
15.08.2015 23:00;ROSCOFF;16.08.2015 06:30;PLYMOUTH;135
22.08.2015 23:00;ROSCOFF;23.08.2015 06:30;PLYMOUTH;135
16.08.2015 09:15;ROSCOFF;16.08.2015 13:30;PLYMOUTH;135
23.08.2015 09:15;ROSCOFF;23.08.2015 13:30;PLYMOUTH;135
16.08.2015 17:00;ROSCOFF;16.08.2015 21:30;PLYMOUTH;135
23.08.2015 17:00;ROSCOFF;23.08.2015 21:30;PLYMOUTH;135
15.08.2015 16:00;CORK;16.08.2015 07:00;ROSCOFF;324
22.08.2015 16:00;CORK;23.08.2015 07:00;ROSCOFF;324
14.08.2015 20:30;ROSCOFF;15.08.2015 09:30;CORK;324
21.08.2015 20:30;ROSCOFF;22.08.2015 09:30;CORK;324
11.08.2015 10:30;BILBAO;12.08.2015 09:00;PORTSMOUTH;569
18.08.2015 10:30;BILBAO;19.08.2015 09:00;PORTSMOUTH;569
12.08.2015 17:15;BILBAO;13.08.2015 20:45;PORTSMOUTH;569
19.08.2015 17:15;BILBAO;20.08.2015 20:45;PORTSMOUTH;569
13.08.2015 15:30;BILBAO;14.08.2015 14:15;PORTSMOUTH;569
20.08.2015 15:30;BILBAO;21.08.2015 14:15;PORTSMOUTH;569
11.08.2015 08:45;PORTSMOUTH;12.08.2015 14:15;BILBAO;569
18.08.2015 08:45;PORTSMOUTH;19.08.2015 14:15;BILBAO;569
12.08.2015 11:45;PORTSMOUTH;13.08.2015 12:45;BILBAO;569
19.08.2015 11:45;PORTSMOUTH;20.08.2015 12:45;BILBAO;569
16.08.2015 22:30;PORTSMOUTH;18.08.2015 07:45;BILBAO;569
23.08.2015 22:30;PORTSMOUTH;25.08.2015 07:45;BILBAO;569
11.08.2015 17:15;PORTSMOUTH;12.08.2015 18:15;SANTANDER;560
18.08.2015 17:15;PORTSMOUTH;19.08.2015 18:15;SANTANDER;560
14.08.2015 17:00;PORTSMOUTH;15.08.2015 17:30;SANTANDER;560
21.08.2015 17:00;PORTSMOUTH;22.08.2015 17:30;SANTANDER;560
10.08.2015 15:15;SANTANDER;11.08.2015 14:15;PORTSMOUTH;560
17.08.2015 15:15;SANTANDER;18.08.2015 14:15;PORTSMOUTH;560
15.08.2015 20:30;SANTANDER;16.08.2015 19:45;PORTSMOUTH;560
22.08.2015 20:30;SANTANDER;23.08.2015 19:45;PORTSMOUTH;560
16.08.2015 14:15;SANTANDER;17.08.2015 15:15;PORTSMOUTH;560
23.08.2015 14:15;SANTANDER;24.08.2015 15:15;PORTSMOUTH;560
16.08.2015 15:45;PLYMOUTH;17.08.2015 12:15;SANTANDER;445
23.08.2015 15:45;PLYMOUTH;24.08.2015 12:15;SANTANDER;445
12.08.2015 21:15;SANTANDER;13.08.2015 16:15;PLYMOUTH;445
19.08.2015 21:15;SANTANDER;20.08.2015 16:15;PLYMOUTH;445
14.08.2015 14:00;DUBLIN;16.08.2015 10:00;ROTTERDAM;654
21.08.2015 14:00;DUBLIN;23.08.2015 10:00;ROTTERDAM;654
16.08.2015 17:00;DUBLIN;18.08.2015 10:00;ROTTERDAM;654
23.08.2015 17:00;DUBLIN;25.08.2015 10:00;ROTTERDAM;654
11.08.2015 23:00;ROTTERDAM;13.08.2015 18:00;DUBLIN;654
18.08.2015 23:00;ROTTERDAM;20.08.2015 18:00;DUBLIN;654
14.08.2015 19:00;ROTTERDAM;15.08.2015 08:00;IMMINGHAM;260
21.08.2015 19:00;ROTTERDAM;22.08.2015 08:00;IMMINGHAM;260
16.08.2015 15:00;ESBJERG;17.08.2015 15:00;ZEEBRUGGE;335
23.08.2015 15:00;ESBJERG;24.08.2015 15:00;ZEEBRUGGE;335
14.08.2015 18:00;TILBURY;16.08.2015 10:00;ESBJERG;431
21.08.2015 18:00;TILBURY;23.08.2015 10:00;ESBJERG;431
16.08.2015 23:55;DUBLIN;21.08.2015 06:00;GOTHENBURG;1125
23.08.2015 23:55;DUBLIN;28.08.2015 06:00;GOTHENBURG;1125
15.08.2015 20:00;LEIXOES;18.08.2015 14:00;ROTTERDAM;969
22.08.2015 20:00;LEIXOES;25.08.2015 14:00;ROTTERDAM;969
10.08.2015 18:30;TILBURY;15.08.2015 08:00;LEIXOES;915
17.08.2015 18:30;TILBURY;22.08.2015 08:00;LEIXOES;915
15.08.2015 16:00;TILBURY;19.08.2015 16:00;LEIXOES;915
22.08.2015 16:00;TILBURY;26.08.2015 16:00;LEIXOES;915
10.08.2015 20:00;IMMINGHAM;13.08.2015 00:05;GOTHENBURG;565
17.08.2015 20:00;IMMINGHAM;20.08.2015 00:05;GOTHENBURG;565
14.08.2015 19:00;IMMINGHAM;15.08.2015 09:00;ROTTERDAM;260
21.08.2015 19:00;IMMINGHAM;22.08.2015 09:00;ROTTERDAM;260
11.08.2015 00:00;GOTHENBURG;12.08.2015 12:00;ZEEBRUGGE;569
18.08.2015 00:00;GOTHENBURG;19.08.2015 12:00;ZEEBRUGGE;569
12.08.2015 00:00;GOTHENBURG;13.08.2015 12:00;ZEEBRUGGE;569
19.08.2015 00:00;GOTHENBURG;20.08.2015 12:00;ZEEBRUGGE;569
13.08.2015 07:00;GOTHENBURG;14.08.2015 20:00;ZEEBRUGGE;569
20.08.2015 07:00;GOTHENBURG;21.08.2015 20:00;ZEEBRUGGE;569
14.08.2015 14:00;GOTHENBURG;15.08.2015 22:00;ZEEBRUGGE;569
21.08.2015 14:00;GOTHENBURG;22.08.2015 22:00;ZEEBRUGGE;569
15.08.2015 15:00;GOTHENBURG;17.08.2015 06:00;ZEEBRUGGE;569
22.08.2015 15:00;GOTHENBURG;24.08.2015 06:00;ZEEBRUGGE;569
16.08.2015 18:00;GOTHENBURG;18.08.2015 06:00;ZEEBRUGGE;569
23.08.2015 18:00;GOTHENBURG;25.08.2015 06:00;ZEEBRUGGE;569
10.08.2015 12:00;ZEEBRUGGE;11.08.2015 21:00;GOTHENBURG;569
17.08.2015 12:00;ZEEBRUGGE;18.08.2015 21:00;GOTHENBURG;569
11.08.2015 12:00;ZEEBRUGGE;12.08.2015 23:59;GOTHENBURG;569
18.08.2015 12:00;ZEEBRUGGE;19.08.2015 23:59;GOTHENBURG;569
12.08.2015 18:00;ZEEBRUGGE;14.08.2015 06:00;GOTHENBURG;569
13.08.2015 20:00;ZEEBRUGGE;15.08.2015 08:00;GOTHENBURG;569
20.08.2015 20:00;ZEEBRUGGE;22.08.2015 08:00;GOTHENBURG;569
15.08.2015 02:00;ZEEBRUGGE;16.08.2015 14:00;GOTHENBURG;569
22.08.2015 02:00;ZEEBRUGGE;23.08.2015 14:00;GOTHENBURG;569
16.08.2015 04:00;ZEEBRUGGE;17.08.2015 17:00;GOTHENBURG;569
23.08.2015 04:00;ZEEBRUGGE;24.08.2015 17:00;GOTHENBURG;569
10.08.2015 19:00;IMMINGHAM;11.08.2015 09:00;ROTTERDAM;260
17.08.2015 19:00;IMMINGHAM;18.08.2015 09:00;ROTTERDAM;260
11.08.2015 19:00;IMMINGHAM;12.08.2015 09:00;ROTTERDAM;260
18.08.2015 19:00;IMMINGHAM;19.08.2015 09:00;ROTTERDAM;260
12.08.2015 19:00;IMMINGHAM;13.08.2015 09:00;ROTTERDAM;260
19.08.2015 19:00;IMMINGHAM;20.08.2015 09:00;ROTTERDAM;260
13.08.2015 19:00;IMMINGHAM;14.08.2015 09:00;ROTTERDAM;260
20.08.2015 19:00;IMMINGHAM;21.08.2015 09:00;ROTTERDAM;260
16.08.2015 16:00;IMMINGHAM;17.08.2015 09:00;ROTTERDAM;260
23.08.2015 16:00;IMMINGHAM;24.08.2015 09:00;ROTTERDAM;260
10.08.2015 20:00;ROTTERDAM;11.08.2015 07:00;TILBURY;197
17.08.2015 20:00;ROTTERDAM;18.08.2015 07:00;TILBURY;197
11.08.2015 19:00;ROTTERDAM;12.08.2015 07:00;IMMINGHAM;260
18.08.2015 19:00;ROTTERDAM;19.08.2015 07:00;IMMINGHAM;260
12.08.2015 19:00;ROTTERDAM;13.08.2015 07:00;IMMINGHAM;260
19.08.2015 19:00;ROTTERDAM;20.08.2015 07:00;IMMINGHAM;260
13.08.2015 19:00;ROTTERDAM;14.08.2015 06:00;TILBURY;197
20.08.2015 19:00;ROTTERDAM;21.08.2015 06:00;TILBURY;197
16.08.2015 17:00;ROTTERDAM;17.08.2015 07:00;IMMINGHAM;260
23.08.2015 17:00;ROTTERDAM;24.08.2015 07:00;IMMINGHAM;260
10.08.2015 19:00;TILBURY;11.08.2015 08:00;ROTTERDAM;197
17.08.2015 19:00;TILBURY;18.08.2015 08:00;ROTTERDAM;197
11.08.2015 19:00;TILBURY;12.08.2015 08:00;ROTTERDAM;197
18.08.2015 19:00;TILBURY;19.08.2015 08:00;ROTTERDAM;197
12.08.2015 19:00;TILBURY;13.08.2015 08:00;ROTTERDAM;197
19.08.2015 19:00;TILBURY;20.08.2015 08:00;ROTTERDAM;197
13.08.2015 19:00;TILBURY;14.08.2015 08:00;ROTTERDAM;197
20.08.2015 19:00;TILBURY;21.08.2015 08:00;ROTTERDAM;197
15.08.2015 14:00;TILBURY;16.08.2015 08:00;ROTTERDAM;197
22.08.2015 14:00;TILBURY;23.08.2015 08:00;ROTTERDAM;197
16.08.2015 16:00;TILBURY;17.08.2015 08:00;ROTTERDAM;197
23.08.2015 16:00;TILBURY;24.08.2015 08:00;ROTTERDAM;197
11.08.2015 20:00;ROTTERDAM;12.08.2015 07:00;TILBURY;197
18.08.2015 20:00;ROTTERDAM;19.08.2015 07:00;TILBURY;197
12.08.2015 20:00;ROTTERDAM;13.08.2015 07:00;TILBURY;197
19.08.2015 20:00;ROTTERDAM;20.08.2015 07:00;TILBURY;197
15.08.2015 17:00;ROTTERDAM;16.08.2015 08:00;TILBURY;197
22.08.2015 17:00;ROTTERDAM;23.08.2015 08:00;TILBURY;197
13.08.2015 18:00;DUBLIN;15.08.2015 17:00;ZEEBRUGGE;594
20.08.2015 18:00;DUBLIN;22.08.2015 17:00;ZEEBRUGGE;594
15.08.2015 14:00;DUBLIN;17.08.2015 07:00;ZEEBRUGGE;594
22.08.2015 14:00;DUBLIN;24.08.2015 07:00;ZEEBRUGGE;594
16.08.2015 23:59;DUBLIN;18.08.2015 16:00;ZEEBRUGGE;594
23.08.2015 23:59;DUBLIN;25.08.2015 16:00;ZEEBRUGGE;594
11.08.2015 23:00;ZEEBRUGGE;13.08.2015 12:00;DUBLIN;594
18.08.2015 23:00;ZEEBRUGGE;20.08.2015 12:00;DUBLIN;594
13.08.2015 17:00;ZEEBRUGGE;15.08.2015 08:00;DUBLIN;594
20.08.2015 17:00;ZEEBRUGGE;22.08.2015 08:00;DUBLIN;594
15.08.2015 06:00;ZEEBRUGGE;16.08.2015 18:00;DUBLIN;594
22.08.2015 06:00;ZEEBRUGGE;23.08.2015 18:00;DUBLIN;594
10.08.2015 23:55;GOTHENBURG;13.08.2015 01:00;TILBURY;659
17.08.2015 23:55;GOTHENBURG;20.08.2015 01:00;TILBURY;659
11.08.2015 23:55;GOTHENBURG;14.08.2015 01:00;TILBURY;659
18.08.2015 23:55;GOTHENBURG;21.08.2015 01:00;TILBURY;659
10.08.2015 17:00;TILBURY;13.08.2015 05:00;GOTHENBURG;659
17.08.2015 17:00;TILBURY;20.08.2015 05:00;GOTHENBURG;659
10.08.2015 17:30;AMSTERDAM;11.08.2015 09:00;NEWCASTLE;307
17.08.2015 17:30;AMSTERDAM;18.08.2015 09:00;NEWCASTLE;307
11.08.2015 17:30;AMSTERDAM;12.08.2015 09:00;NEWCASTLE;307
18.08.2015 17:30;AMSTERDAM;19.08.2015 09:00;NEWCASTLE;307
12.08.2015 17:30;AMSTERDAM;13.08.2015 09:00;NEWCASTLE;307
19.08.2015 17:30;AMSTERDAM;20.08.2015 09:00;NEWCASTLE;307
13.08.2015 17:30;AMSTERDAM;14.08.2015 09:00;NEWCASTLE;307
20.08.2015 17:30;AMSTERDAM;21.08.2015 09:00;NEWCASTLE;307
14.08.2015 17:30;AMSTERDAM;15.08.2015 09:00;NEWCASTLE;307
21.08.2015 17:30;AMSTERDAM;22.08.2015 09:00;NEWCASTLE;307
15.08.2015 17:30;AMSTERDAM;16.08.2015 09:00;NEWCASTLE;307
22.08.2015 17:30;AMSTERDAM;23.08.2015 09:00;NEWCASTLE;307
16.08.2015 17:30;AMSTERDAM;17.08.2015 09:00;NEWCASTLE;307
23.08.2015 17:30;AMSTERDAM;24.08.2015 09:00;NEWCASTLE;307
10.08.2015 17:00;NEWCASTLE;11.08.2015 09:30;AMSTERDAM;307
17.08.2015 17:00;NEWCASTLE;18.08.2015 09:30;AMSTERDAM;307
11.08.2015 17:00;NEWCASTLE;12.08.2015 09:30;AMSTERDAM;307
18.08.2015 17:00;NEWCASTLE;19.08.2015 09:30;AMSTERDAM;307
12.08.2015 17:00;NEWCASTLE;13.08.2015 09:30;AMSTERDAM;307
19.08.2015 17:00;NEWCASTLE;20.08.2015 09:30;AMSTERDAM;307
13.08.2015 17:00;NEWCASTLE;14.08.2015 09:30;AMSTERDAM;307
20.08.2015 17:00;NEWCASTLE;21.08.2015 09:30;AMSTERDAM;307
14.08.2015 17:00;NEWCASTLE;15.08.2015 09:30;AMSTERDAM;307
21.08.2015 17:00;NEWCASTLE;22.08.2015 09:30;AMSTERDAM;307
15.08.2015 17:00;NEWCASTLE;16.08.2015 09:30;AMSTERDAM;307
22.08.2015 17:00;NEWCASTLE;23.08.2015 09:30;AMSTERDAM;307
16.08.2015 17:00;NEWCASTLE;17.08.2015 09:30;AMSTERDAM;307
23.08.2015 17:00;NEWCASTLE;24.08.2015 09:30;AMSTERDAM;307
11.08.2015 20:00;ROSYTH;12.08.2015 20:00;ZEEBRUGGE;395
18.08.2015 20:00;ROSYTH;19.08.2015 20:00;ZEEBRUGGE;395
14.08.2015 04:00;ROSYTH;15.08.2015 04:00;ZEEBRUGGE;395
21.08.2015 04:00;ROSYTH;22.08.2015 04:00;ZEEBRUGGE;395
16.08.2015 12:00;ROSYTH;17.08.2015 12:00;ZEEBRUGGE;395
23.08.2015 12:00;ROSYTH;24.08.2015 12:00;ZEEBRUGGE;395
10.08.2015 18:00;ZEEBRUGGE;11.08.2015 16:00;ROSYTH;395
17.08.2015 18:00;ZEEBRUGGE;18.08.2015 16:00;ROSYTH;395
13.08.2015 00:00;ZEEBRUGGE;13.08.2015 22:00;ROSYTH;395
20.08.2015 00:00;ZEEBRUGGE;20.08.2015 22:00;ROSYTH;395
15.08.2015 10:00;ZEEBRUGGE;16.08.2015 08:00;ROSYTH;395
22.08.2015 10:00;ZEEBRUGGE;23.08.2015 08:00;ROSYTH;395
10.08.2015 20:00;FELIXTOWE;11.08.2015 04:30;ROTTERDAM;151
17.08.2015 20:00;FELIXTOWE;18.08.2015 04:30;ROTTERDAM;151
11.08.2015 02:00;FELIXTOWE;11.08.2015 11:30;ROTTERDAM;151
18.08.2015 02:00;FELIXTOWE;18.08.2015 11:30;ROTTERDAM;151
11.08.2015 20:00;FELIXTOWE;12.08.2015 04:30;ROTTERDAM;151
18.08.2015 20:00;FELIXTOWE;19.08.2015 04:30;ROTTERDAM;151
11.08.2015 08:00;FELIXTOWE;11.08.2015 17:00;ROTTERDAM;151
18.08.2015 08:00;FELIXTOWE;18.08.2015 17:00;ROTTERDAM;151
12.08.2015 08:00;FELIXTOWE;12.08.2015 17:00;ROTTERDAM;151
19.08.2015 08:00;FELIXTOWE;19.08.2015 17:00;ROTTERDAM;151
12.08.2015 20:00;FELIXTOWE;13.08.2015 04:30;ROTTERDAM;151
19.08.2015 20:00;FELIXTOWE;20.08.2015 04:30;ROTTERDAM;151
12.08.2015 02:00;FELIXTOWE;12.08.2015 11:30;ROTTERDAM;151
19.08.2015 02:00;FELIXTOWE;19.08.2015 11:30;ROTTERDAM;151
13.08.2015 08:00;FELIXTOWE;13.08.2015 17:00;ROTTERDAM;151
20.08.2015 08:00;FELIXTOWE;20.08.2015 17:00;ROTTERDAM;151
13.08.2015 20:00;FELIXTOWE;14.08.2015 04:30;ROTTERDAM;151
20.08.2015 20:00;FELIXTOWE;21.08.2015 04:30;ROTTERDAM;151
13.08.2015 02:00;FELIXTOWE;13.08.2015 11:30;ROTTERDAM;151
20.08.2015 02:00;FELIXTOWE;20.08.2015 11:30;ROTTERDAM;151
14.08.2015 08:00;FELIXTOWE;14.08.2015 17:00;ROTTERDAM;151
21.08.2015 08:00;FELIXTOWE;21.08.2015 17:00;ROTTERDAM;151
14.08.2015 20:00;FELIXTOWE;15.08.2015 04:30;ROTTERDAM;151
21.08.2015 20:00;FELIXTOWE;22.08.2015 04:30;ROTTERDAM;151
14.08.2015 02:00;FELIXTOWE;14.08.2015 11:30;ROTTERDAM;151
21.08.2015 02:00;FELIXTOWE;21.08.2015 11:30;ROTTERDAM;151
15.08.2015 21:00;FELIXTOWE;16.08.2015 08:15;ROTTERDAM;151
22.08.2015 21:00;FELIXTOWE;23.08.2015 08:15;ROTTERDAM;151
15.08.2015 02:00;FELIXTOWE;15.08.2015 11:30;ROTTERDAM;151
22.08.2015 02:00;FELIXTOWE;22.08.2015 11:30;ROTTERDAM;151
16.08.2015 21:00;FELIXTOWE;17.08.2015 07:15;ROTTERDAM;151
23.08.2015 21:00;FELIXTOWE;24.08.2015 07:15;ROTTERDAM;151
10.08.2015 15:30;ROTTERDAM;10.08.2015 22:30;FELIXTOWE;151
17.08.2015 15:30;ROTTERDAM;17.08.2015 22:30;FELIXTOWE;151
10.08.2015 21:00;ROTTERDAM;11.08.2015 03:30;FELIXTOWE;151
17.08.2015 21:00;ROTTERDAM;18.08.2015 03:30;FELIXTOWE;151
11.08.2015 09:00;ROTTERDAM;11.08.2015 15:30;FELIXTOWE;151
18.08.2015 09:00;ROTTERDAM;18.08.2015 15:30;FELIXTOWE;151
11.08.2015 15:30;ROTTERDAM;11.08.2015 22:30;FELIXTOWE;151
18.08.2015 15:30;ROTTERDAM;18.08.2015 22:30;FELIXTOWE;151
11.08.2015 21:00;ROTTERDAM;12.08.2015 03:30;FELIXTOWE;151
18.08.2015 21:00;ROTTERDAM;19.08.2015 03:30;FELIXTOWE;151
12.08.2015 09:00;ROTTERDAM;12.08.2015 15:30;FELIXTOWE;151
19.08.2015 09:00;ROTTERDAM;19.08.2015 15:30;FELIXTOWE;151
12.08.2015 15:30;ROTTERDAM;12.08.2015 22:30;FELIXTOWE;151
19.08.2015 15:30;ROTTERDAM;19.08.2015 22:30;FELIXTOWE;151
12.08.2015 21:00;ROTTERDAM;13.08.2015 03:30;FELIXTOWE;151
19.08.2015 21:00;ROTTERDAM;20.08.2015 03:30;FELIXTOWE;151
13.08.2015 09:00;ROTTERDAM;13.08.2015 15:30;FELIXTOWE;151
20.08.2015 09:00;ROTTERDAM;20.08.2015 15:30;FELIXTOWE;151
13.08.2015 15:30;ROTTERDAM;13.08.2015 22:30;FELIXTOWE;151
20.08.2015 15:30;ROTTERDAM;20.08.2015 22:30;FELIXTOWE;151
13.08.2015 21:00;ROTTERDAM;14.08.2015 03:30;FELIXTOWE;151
20.08.2015 21:00;ROTTERDAM;21.08.2015 03:30;FELIXTOWE;151
14.08.2015 09:00;ROTTERDAM;14.08.2015 15:30;FELIXTOWE;151
21.08.2015 09:00;ROTTERDAM;21.08.2015 15:30;FELIXTOWE;151
14.08.2015 15:30;ROTTERDAM;14.08.2015 22:30;FELIXTOWE;151
21.08.2015 15:30;ROTTERDAM;21.08.2015 22:30;FELIXTOWE;151
14.08.2015 21:00;ROTTERDAM;15.08.2015 04:00;FELIXTOWE;151
21.08.2015 21:00;ROTTERDAM;22.08.2015 04:00;FELIXTOWE;151
15.08.2015 15:00;ROTTERDAM;15.08.2015 21:00;FELIXTOWE;151
22.08.2015 15:00;ROTTERDAM;22.08.2015 21:00;FELIXTOWE;151
16.08.2015 13:00;ROTTERDAM;16.08.2015 21:30;FELIXTOWE;151
23.08.2015 13:00;ROTTERDAM;23.08.2015 21:30;FELIXTOWE;151
10.08.2015 20:00;IMMINGHAM;11.08.2015 08:00;ROTTERDAM;263
17.08.2015 20:00;IMMINGHAM;18.08.2015 08:00;ROTTERDAM;263
11.08.2015 20:00;IMMINGHAM;12.08.2015 08:30;ROTTERDAM;263
18.08.2015 20:00;IMMINGHAM;19.08.2015 08:30;ROTTERDAM;263
12.08.2015 20:00;IMMINGHAM;13.08.2015 08:00;ROTTERDAM;263
19.08.2015 20:00;IMMINGHAM;20.08.2015 08:00;ROTTERDAM;263
13.08.2015 20:00;IMMINGHAM;14.08.2015 08:30;ROTTERDAM;263
20.08.2015 20:00;IMMINGHAM;21.08.2015 08:30;ROTTERDAM;263
14.08.2015 20:00;IMMINGHAM;15.08.2015 08:30;ROTTERDAM;263
21.08.2015 20:00;IMMINGHAM;22.08.2015 08:30;ROTTERDAM;263
15.08.2015 18:00;IMMINGHAM;16.08.2015 09:30;ROTTERDAM;263
22.08.2015 18:00;IMMINGHAM;23.08.2015 09:30;ROTTERDAM;263
10.08.2015 20:00;ROTTERDAM;11.08.2015 06:30;IMMINGHAM;263
17.08.2015 20:00;ROTTERDAM;18.08.2015 06:30;IMMINGHAM;263
11.08.2015 20:00;ROTTERDAM;12.08.2015 06:30;IMMINGHAM;263
18.08.2015 20:00;ROTTERDAM;19.08.2015 06:30;IMMINGHAM;263
12.08.2015 20:00;ROTTERDAM;13.08.2015 06:30;IMMINGHAM;263
19.08.2015 20:00;ROTTERDAM;20.08.2015 06:30;IMMINGHAM;263
13.08.2015 20:00;ROTTERDAM;14.08.2015 06:30;IMMINGHAM;263
20.08.2015 20:00;ROTTERDAM;21.08.2015 06:30;IMMINGHAM;263
14.08.2015 20:00;ROTTERDAM;15.08.2015 09:00;IMMINGHAM;263
21.08.2015 20:00;ROTTERDAM;22.08.2015 09:00;IMMINGHAM;263
15.08.2015 16:00;ROTTERDAM;16.08.2015 08:00;IMMINGHAM;263
22.08.2015 16:00;ROTTERDAM;23.08.2015 08:00;IMMINGHAM;263
10.08.2015 04:00;DOVER;10.08.2015 07:00;DUNKERQUE;50
17.08.2015 04:00;DOVER;17.08.2015 07:00;DUNKERQUE;50
10.08.2015 06:00;DOVER;10.08.2015 09:00;DUNKERQUE;50
17.08.2015 06:00;DOVER;17.08.2015 09:00;DUNKERQUE;50
10.08.2015 08:00;DOVER;10.08.2015 11:00;DUNKERQUE;50
17.08.2015 08:00;DOVER;17.08.2015 11:00;DUNKERQUE;50
10.08.2015 10:00;DOVER;10.08.2015 13:00;DUNKERQUE;50
17.08.2015 10:00;DOVER;17.08.2015 13:00;DUNKERQUE;50
10.08.2015 12:00;DOVER;10.08.2015 15:00;DUNKERQUE;50
17.08.2015 12:00;DOVER;17.08.2015 15:00;DUNKERQUE;50
10.08.2015 14:00;DOVER;10.08.2015 17:00;DUNKERQUE;50
17.08.2015 14:00;DOVER;17.08.2015 17:00;DUNKERQUE;50
10.08.2015 16:00;DOVER;10.08.2015 19:00;DUNKERQUE;50
17.08.2015 16:00;DOVER;17.08.2015 19:00;DUNKERQUE;50
10.08.2015 18:00;DOVER;10.08.2015 21:00;DUNKERQUE;50
17.08.2015 18:00;DOVER;17.08.2015 21:00;DUNKERQUE;50
10.08.2015 20:00;DOVER;10.08.2015 23:00;DUNKERQUE;50
17.08.2015 20:00;DOVER;17.08.2015 23:00;DUNKERQUE;50
10.08.2015 22:00;DOVER;11.08.2015 01:00;DUNKERQUE;50
17.08.2015 22:00;DOVER;18.08.2015 01:00;DUNKERQUE;50
10.08.2015 23:59;DOVER;11.08.2015 02:59;DUNKERQUE;50
17.08.2015 23:59;DOVER;18.08.2015 02:59;DUNKERQUE;50
11.08.2015 02:00;DOVER;11.08.2015 05:00;DUNKERQUE;50
18.08.2015 02:00;DOVER;18.08.2015 05:00;DUNKERQUE;50
11.08.2015 04:00;DOVER;11.08.2015 07:00;DUNKERQUE;50
18.08.2015 04:00;DOVER;18.08.2015 07:00;DUNKERQUE;50
11.08.2015 06:00;DOVER;11.08.2015 09:00;DUNKERQUE;50
18.08.2015 06:00;DOVER;18.08.2015 09:00;DUNKERQUE;50
11.08.2015 08:00;DOVER;11.08.2015 11:00;DUNKERQUE;50
18.08.2015 08:00;DOVER;18.08.2015 11:00;DUNKERQUE;50
11.08.2015 10:00;DOVER;11.08.2015 13:00;DUNKERQUE;50
18.08.2015 10:00;DOVER;18.08.2015 13:00;DUNKERQUE;50
11.08.2015 12:00;DOVER;11.08.2015 15:00;DUNKERQUE;50
18.08.2015 12:00;DOVER;18.08.2015 15:00;DUNKERQUE;50
11.08.2015 14:00;DOVER;11.08.2015 17:00;DUNKERQUE;50
18.08.2015 14:00;DOVER;18.08.2015 17:00;DUNKERQUE;50
11.08.2015 16:00;DOVER;11.08.2015 19:00;DUNKERQUE;50
18.08.2015 16:00;DOVER;18.08.2015 19:00;DUNKERQUE;50
11.08.2015 18:00;DOVER;11.08.2015 21:00;DUNKERQUE;50
18.08.2015 18:00;DOVER;18.08.2015 21:00;DUNKERQUE;50
11.08.2015 20:00;DOVER;11.08.2015 23:00;DUNKERQUE;50
18.08.2015 20:00;DOVER;18.08.2015 23:00;DUNKERQUE;50
11.08.2015 22:00;DOVER;12.08.2015 01:00;DUNKERQUE;50
18.08.2015 22:00;DOVER;19.08.2015 01:00;DUNKERQUE;50
11.08.2015 23:59;DOVER;12.08.2015 02:59;DUNKERQUE;50
18.08.2015 23:59;DOVER;19.08.2015 02:59;DUNKERQUE;50
12.08.2015 02:00;DOVER;12.08.2015 05:00;DUNKERQUE;50
19.08.2015 02:00;DOVER;19.08.2015 05:00;DUNKERQUE;50
